Programme,Section Title,Content Type,Speaker Name,Speaker Description,Segment Description,Date,Start Time,Duration
Tagesthemen,05 Schaltgespräch mit Robert Habeck in Berlin: Personalpolitik Ministerium,O-Ton,"Robert Habeck (zur Forderung nach Entlassung von Patrick Graichen: ""Die Sache selbst",und auf die,"(zur Forderung nach Entlassung von Patrick Graichen: ""Die Sache selbst, und auf diekonzentriere ich mich, gibt es meiner Ansicht nach nicht her. Das strategische Argument 'mach es dir dochbequemer, werd doch beliebter oder werde wieder beliebt und deswegen entlasse Leute', ist eine Art, die icheigentlich nicht pflegen möchte. Und deswegen versuche ich, die Dinge zu trennen"")",10.05.2023,22:34:28.14,"1'08"""
Tagesthemen,05 Schaltgespräch mit Robert Habeck in Berlin: Personalpolitik Ministerium,O-Ton,"Robert Habeck (""Ich erlebe jetzt seit mehreren Wochen","dass mit einer Härte und fast Böswilligkeit,","(""Ich erlebe jetzt seit mehreren Wochen, dass mit einer Härte und fast Böswilligkeit,Unterstellungen, Beleidigungen, teilweise Lügen verbreitet werden, um ein Ziel durchzusetzen: dieVerhinderung der Dekarbonisierung, des Klimaschutzes im Wärmebereich. Und da bin ich nicht bereit,Menschen zu opfern, um dieser Kampagne nachzugeben"")",10.05.2023,22:35:36.20,"1'09"""
Tagesthemen,05 Schaltgespräch mit Robert Habeck in Berlin: Personalpolitik Ministerium,O-Ton,"Robert Habeck (""Wir gehen zurück auf Null","wir schreiben das Verfahren neu aus. Wir machen alles, um","(""Wir gehen zurück auf Null, wir schreiben das Verfahren neu aus. Wir machen alles, umdiesen Fehler aus der Welt zu schaffen ... Die Frage ist ja, die wir hier verhandeln, soll alles miteinanderverknüpft werden, und zwar mit Unterstellungen ... Ich möchte gerne die Sachen trennen. Ob ich damitdurchkomme, ob das erfolgreich sein wird, werden wir sehen"")",10.05.2023,22:36:46.17,"1'08"""
Tagesthemen,AfD im Höhenflug Fr 21:43 03,Einspieler,,,,10.05.2023,,"3'37"""
Tagesthemen,03 AfD im Höhenflug,Sachinhalt,Aline Abboud,Moderation,"Die AfD gewinnt in Umfragen wieder deutlich an Zustimmung - trotz und gerade wegen ihrer radikalen Positionen. Sie profitiert von der Verunsicherung, die gesellschaftliche und politische Veränderungen mit sich bringen. Ihr Hauptgegner sind dabei die Grünen. Bildinhalt 15.11.2023 09:50 Seite 15 von 57 NDR Copyright (c) 2004",12.05.2023,21:53:10.01,"3'37"""
Tagesthemen,03 AfD im Höhenflug,Bildinhalt,Aline Abboud,Moderation,"Archivmaterial (29.04.2023): Gemeinsamer Auftritt AfD-Vorsitzende Alice Weidel mit Björn Höcke, Sprecher AfD Thüringen in Erfurt, demonstrative Zurschaustellung von Einigkeit/Innigkeit",12.05.2023,21:53:10.01,"0'34"""
Tagesthemen,03 AfD im Höhenflug,Bildinhalt,Aline Abboud,Moderation,Archivmaterial (29.04.2023): AfD-Kundgebung in Erfurt mit Björn Höcke und Alice Weidel,12.05.2023,21:54:09.04,"0'18"""
Tagesthemen,03 AfD im Höhenflug,Bildinhalt,Aline Abboud,Moderation,"AfD-Plakate gegen ""Massenmigration"" und ""Asylflut""",12.05.2023,21:54:27.12,"0'09"""
Tagesthemen,03 AfD im Höhenflug,Bildinhalt,Aline Abboud,Moderation,Themenbilder: Flüchtlinge/Flüchtlingsunterbringung in Deutschland,12.05.2023,21:54:43.10,"0'12"""
Tagesthemen,03 AfD im Höhenflug,Bildinhalt,Aline Abboud,Moderation,Archivmaterial: AfD-Redner im Bundestag,12.05.2023,21:54:55.17,"0'25"""
Tagesthemen,03 AfD im Höhenflug,Bildinhalt,Aline Abboud,Moderation,"AfD-Fraktion im Bundestag / AfD-Eigenbezeichnung als ""Friedensfraktion"" im Internet / Online-Zeitungsfoto: AfD-Vorsitzender Tino Chrupalla überreicht dem russischen Botschafter in Deutschland, Sergej Netschajew, ein Geschenk (09.05.2023), Kritik an Chrupalla in Chatgruppe der AfD-Fraktion",12.05.2023,21:55:44.21,"0'43"""
Tagesthemen,03 AfD im Höhenflug,Bildinhalt,Aline Abboud,Moderation,Pressekonferenz mit Alice Weidel und Tino Chrupalla O-Ton,12.05.2023,21:56:28.06,"0'18"""
Tagesthemen,03 AfD im Höhenflug,O-Ton,Archivmaterial (29.04.2023): Alice Weidel,Bundessprecherin AfD,(29.04.2023),12.05.2023,21:53:37.01,"0'07"""
Tagesthemen,03 AfD im Höhenflug,O-Ton,Wolfgang Schroeder,Politikwissenschaftler Universität Kasse,"(""Weidel Höcke Arm in Arm ist natürlich eineZäsur, weil Weidel diejenige gewesen ist, die Höcke aus der Partei ausschließen wollte ...""; Weidel muss sichmit Höcke arrangieren, ""um den Laden zusammenzuhalten"")",12.05.2023,21:53:44.16,"0'24"""
Tagesthemen,03 AfD im Höhenflug,O-Ton,Archivmaterial (09.05.2023): Tino Chrupalla,Fraktionsvorsitzender/AfD,(09.05.2023),12.05.2023,21:54:37.10,"0'05"""
Tagesthemen,03 AfD im Höhenflug,O-Ton,Archivmaterial (03.03.2023): Dirk Spaniel,Fraktion AfD,(03.03.2023),12.05.2023,21:54:58.08,"0'05"""
Tagesthemen,03 AfD im Höhenflug,O-Ton,Archivmaterial,,(08.02.2023),12.05.2023,21:55:03.15,"0'06"""
Tagesthemen,03 AfD im Höhenflug,O-Ton,Archivmaterial: Marc Bernhard,Fraktion AfD,"(zum Heizungsgesetz: ""Wir haben nicht genügendWärmepumpen, wir haben nicht genügend Handwerker, wir haben nicht genügend Strom und die Menschenhaben schon gar nicht genügend Geld, um diesen Wahnsinn zu bezahlen"")",12.05.2023,21:55:09.20,"0'11"""
Tagesthemen,03 AfD im Höhenflug,O-Ton,"Wolfgang Schroeder (""Die AfD ist die Speerspitze des Kampfes gegen die Grünen""",die als die drängende,"(""Die AfD ist die Speerspitze des Kampfes gegen die Grünen"", die als die drängendeKraft der permanenten Veränderungsnotwendigkeit gesehen werden""; ""Die AfD begreift sich als dasNormale, die den Lebensstil der Leute schützt"")",12.05.2023,21:55:21.11,"0'23"""
Tagesthemen,Druck auf Robert Habeck: Heizungsstreit geht Do 23:14 01,Einspieler,,,,12.05.2023,,"2'41"""
Tagesthemen,01 Druck auf Robert Habeck: Heizungsstreit geht weiter,Sachinhalt,Caren Miosga,Moderation,Wegen personeller Probleme im Bundeswirtschaftsministerium nach der Affäre um den ehemaligen Wirtschaftsstaatssekretär Patrick Graichen (Bündnis 90/Die Grünen) fordert die FDP eine Verlängerung des Zeitplans für das geplante Heizungsgesetz von Bundeswirtschaftsminister Robert Habeck (Bündnis 90/Die Grünen). SPD und Bündnis 90/Die Grünen wollen das Gesetz bis zur Sommerpause verabschieden. Bildinhalt,18.05.2023,23:15:48.22,"2'41"""
Tagesthemen,01 Druck auf Robert Habeck: Heizungsstreit geht weiter,Bildinhalt,Caren Miosga,Moderation,Archivmaterial 10.05.2023: Robert Habeck und Patrick Graichen nebeneinander bei Sitzung,18.05.2023,23:15:48.22,"0'13"""
Tagesthemen,01 Druck auf Robert Habeck: Heizungsstreit geht weiter,Bildinhalt,Caren Miosga,Moderation,"Presseberichterstattung Bild Online zu Entlassung von Patrick Graichen / Pressekonferenz: Bijan Djir-Sarai, Generalsekretär FDP",18.05.2023,23:16:14.21,"0'13"""
Tagesthemen,01 Druck auf Robert Habeck: Heizungsstreit geht weiter,Bildinhalt,Caren Miosga,Moderation,"Archivmaterial: 19.04.2023: Vor Sitzung Bundeskabinett, Robert Habeck im Gespräch mit Christian Lindner und Marco Buschmann; Olaf Scholz nimmt Platz",18.05.2023,23:16:28.01,"0'08"""
Tagesthemen,01 Druck auf Robert Habeck: Heizungsstreit geht weiter,Bildinhalt,Caren Miosga,Moderation,Archivmaterial: Schnittbilder Einbau Wärmepumpen,18.05.2023,23:16:59.06,"0'18"""
Tagesthemen,01 Druck auf Robert Habeck: Heizungsstreit geht weiter,Bildinhalt,Caren Miosga,Moderation,Wehende SPD-Fahne auf Parteizentrale,18.05.2023,23:17:37.21,"0'06"""
Tagesthemen,01 Druck auf Robert Habeck: Heizungsstreit geht weiter,Bildinhalt,Caren Miosga,Moderation,"Archivmaterial 10.05.2023: Robert Habeck und Patrick Graichen nebeneinander bei Sitzung / Bundesministerium für Wirtschaft und Klimaschutz (Gebäude, Schild)",18.05.2023,23:17:54.17,"0'11"""
Tagesthemen,01 Druck auf Robert Habeck: Heizungsstreit geht weiter,Bildinhalt,Caren Miosga,Moderation,15.11.2023 09:50 Seite 17 von 57 NDR Copyright (c) 2004,18.05.2023,23:18:05.22,"0'14"""
Tagesthemen,01 Druck auf Robert Habeck: Heizungsstreit geht weiter,Bildinhalt,Caren Miosga,Moderation,Schnittbilder Robert Habeck O-Ton,18.05.2023,23:18:20.22,"0'09"""
Tagesthemen,01 Druck auf Robert Habeck: Heizungsstreit geht weiter,O-Ton,Michael Kruse,Fraktion FDP,"(zum Gebäudeenergiegesetz: Es gibt viele Dinge, die an diesem Gesetzgeändert werden müssen. Deswegen muss es zurück in die Montagehalle und dann in einem neuen Entwurfim Bundestag beraten werden)",18.05.2023,23:16:06.21,"0'07"""
Tagesthemen,01 Druck auf Robert Habeck: Heizungsstreit geht weiter,O-Ton,Andreas Audretsch,stellvertretender Fraktionsvorsitzender Bündnis 90/Die Grünen,"(Was wichtig ist, dasGebäudeenergiegesetz wird vor dem Sommer beschlossen und, dazu haben sich der Kanzler und derFinanzminister im Koalitionsausschuss und auch noch einmal im Kabinett verpflichtet. Die Zustimmungensind erteilt, und jetzt ist es auch an den Fraktionen im Deutschen Bundestag, das vor der Sommerpause einBeschluss herbeigeführt wird, dass dieses wichtige Gesetz für den Klimaschutz rechtzeitig beschlossen wird)",18.05.2023,23:16:37.01,"0'22"""
Tagesthemen,01 Druck auf Robert Habeck: Heizungsstreit geht weiter,O-Ton,Julia Klöckner,Fraktion CDU/CSU,"(Ich erwarte von Minister Habeck, dass er jetzt einfach mal auf dieStopptaste drückt, dass er nicht mit der Brechstange versucht, ein Gesetz durchzudrücken, was gegen jedewissenschaftliche Berechnung, was auch gegen die Wünsche und Bedürfnisse der Bürgerinnen und Bürgerist)",18.05.2023,23:17:21.21,"0'15"""
Tagesthemen,01 Druck auf Robert Habeck: Heizungsstreit geht weiter,O-Ton,Nina Scheer,Fraktion SPD,,18.05.2023,23:17:48.11,"0'06"""
Tagesthemen,Habecks neuer Staatssekretär und seine Mo 22:14 01,Einspieler,,,,18.05.2023,,"2'32"""
Tagesthemen,01 Habecks neuer Staatssekretär und seine Baustellen,Sachinhalt,Helge Fuhst,Moderation,"Philipp Nimmermann wird neuer Staatssekretär im Bundeswirtschaftsministerium. Bundeswirtschaftsminister Robert Habeck lobte Nimmermann als erfahrenen Staatssekretär mit ökonomischer Expertise und viel Verwaltungserfahrung, der die Energiewende, die Wärmewende und die Transformation voranbringen werde. Bildinhalt",22.05.2023,22:16:12.23,"2'32"""
Tagesthemen,01 Habecks neuer Staatssekretär und seine Baustellen,Bildinhalt,Helge Fuhst,Moderation,Robert Habeck bei Pressekonferenz,22.05.2023,22:16:12.23,"0'08"""
Tagesthemen,01 Habecks neuer Staatssekretär und seine Baustellen,Bildinhalt,Helge Fuhst,Moderation,Fotos: Philipp Nimmermann,22.05.2023,22:16:21.04,"0'31"""
Tagesthemen,01 Habecks neuer Staatssekretär und seine Baustellen,Bildinhalt,Helge Fuhst,Moderation,Robert Habeck bei Pressekonferenz,22.05.2023,22:17:16.02,"0'22"""
Tagesthemen,01 Habecks neuer Staatssekretär und seine Baustellen,Bildinhalt,Helge Fuhst,Moderation,Archivmaterial: Heizungsanlage,22.05.2023,22:18:02.06,"0'09"""
Tagesthemen,01 Habecks neuer Staatssekretär und seine Baustellen,Bildinhalt,Helge Fuhst,Moderation,Robert Habeck bei Pressekonferenz O-Ton,22.05.2023,22:18:23.08,"0'21"""
Tagesthemen,01 Habecks neuer Staatssekretär und seine Baustellen,O-Ton,Robert Habeck,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,(über PhilippNimmermann),22.05.2023,22:16:31.00,"0'15"""
Tagesthemen,01 Habecks neuer Staatssekretär und seine Baustellen,O-Ton,Andreas Jung,Fraktion CDU/CSU,"(Forderungen für Wärmewende: Lösungen erarbeiten, die praxistauglichsind, die von den Handwerkern umgesetzt werden können, die technologieoffen sind, nicht diese Einseitigkeitmit Blick auf Wärmepumpe)",22.05.2023,22:17:01.16,"0'14"""
Tagesthemen,01 Habecks neuer Staatssekretär und seine Baustellen,O-Ton,Bijan Djir-Sarai,Generalsekretär FDP,"(zum Gebäudeenergiegesetz: Wenn man sich ansieht, was auf demTisch liegt, das ist eine so große Baustelle, dass ich mir nicht vorstellen kann, dass wir in dieserSitzungswoche geschweige denn vor der Sommerpause ein Ergebnis erzielen können)",22.05.2023,22:17:46.13,"0'15"""
Tagesthemen,01 Habecks neuer Staatssekretär und seine Baustellen,O-Ton,Saskia Esken,Vorsitzende SPD,"(Wenn wir klimaneutral werden wollen - und dass müssen wir - muss dieWärmewende jetzt eingeleitet werden - auch ambitioniert eingeleitet werden, nachdem man in denvergangenen 16 Jahren keinen Mut dazu gefunden hat)",22.05.2023,22:18:11.15,"0'11"""
Tagesthemen,Schaltgespräch mit Marie-Agnes Strack- Di 22:18 02,Einspieler,,,,22.05.2023,,"6'37"""
Tagesthemen,02 Schaltgespräch mit Marie-Agnes Strack-Zimmermann in Berlin:,Sachinhalt,Helge Fuhst,Moderation,"Die Regierungsfraktionen von SPD, Bündnis 90/Die Grünen und FDP haben die Einbringung des Gebäudeenergiegesetzes (Heizungsgesetzes) in den Bundestag verschoben. Hintergrund sind grundsätzliche Bedenken der FDP. Der Koalitionspartner besteht - anders als SPD und Grüne - auf eine grundsätzliche Überarbeitung des Gesetzentwurfs. Damit sinkt die Wahrscheinlichkeit, dass das Gesetz - wie ursprünglich geplant - noch vor der parlamentarischen Sommerpause verabschiedet wird. O-Ton",23.05.2023,22:22:41.19,"6'37"""
Tagesthemen,02 Schaltgespräch mit Marie-Agnes Strack-Zimmermann in Berlin:,O-Ton,Marie-Agnes Strack-Zimmermann,Fraktion FDP,"(zur Frage, wem ein öffentlich ausgetragener Streit in derRegierungskoalition dient: 66 Millionen Deutschen, denn die sind davon betroffen, wenn ein solches Gesetzauf den Weg gebracht wird. Und die meisten davon wollen eine Veränderung, aber sie wollen esnachvollziehen. Was kommt auf Sie zu? Was kostet es? Wie schnell kommt es? Denn all diese 66 Millionen -also ich berechne sozusagen die, die über 20 Jahre alt sind, Mieter sind, Vermieter sind, ein Häuschenhaben - die haben, glaube ich, ein Anrecht, dass man darüber diskutiert. Die verstehen das auch. Vor allenDingen sind sie sehr beunruhigt, weil die Kommunikation aus dem Hause Habeck bisher unglücklich war.Und insofern, glaube ich, sollten wir verbal abrüsten und an die Menschen denken, um dies letztendlich geht)",23.05.2023,22:22:57.13,"0'42"""
Tagesthemen,02 Schaltgespräch mit Marie-Agnes Strack-Zimmermann in Berlin:,O-Ton,Marie-Agnes Strack-Zimmermann (zur Frage,warum der Streit nicht hinter den Kulissen ausgetragen wird:,"(zur Frage, warum der Streit nicht hinter den Kulissen ausgetragen wird:Nein, ich glaube, für die Menschen, von denen wir jetzt wir beide jetzt sprechen, die wollen natürlich eineDiskussion, weil es kommt sehr darauf an, was am Ende dabei rauskommt. Ob die jetzt besonders15.11.2023 09:50 Seite 20 von 57 NDR Copyright (c) 2004",23.05.2023,22:23:50.23,"0'55"""
Tagesthemen,02 Schaltgespräch mit Marie-Agnes Strack-Zimmermann in Berlin:,O-Ton,Marie-Agnes Strack-Zimmermann (zur Frage,ob die Grünen bald nicht mehr mit der FDP regieren wollen:,"(zur Frage, ob die Grünen bald nicht mehr mit der FDP regieren wollen:Nein, das glaube ich nicht. Ich glaube, das ist natürlich jetzt so - das räume ich Ihnen auch ein, als Journalist- dass Sie natürlich eine solche Diskussion - hat, ja auch was prickelndes und erfrischendes -je nachdem, wieman darüber berichtet. Entscheidend ist doch das Ergebnis, was dabei hinten rauskommt. Und wir habenzwei Spielfelder. Das eine ist ein Gesetz auf den Weg zu bringen, um ökologisch wirklich in die Vorderhandzu kommen, nämlich eine Heizung auszutauschen, damit wir in den nächsten 25 bis 30 Jahren auch einrichtiges Gesetz gemacht haben. Auf der anderen Seite schauen wir jetzt auf die verschiedenenProtagonisten, die darüber beraten. Und ich glaube, diese beiden Felder sollte man nicht vermischen. Ichglaube, uns allen - der Ampel ist gediehen, dass wir ein Gesetz auf den Weg bringen, was die Menschenakzeptieren, was sie nachvollziehen können. Gefährlich wäre jetzt, innerhalb von vier Wochen etwas auf denWeg zu bringen und dann werden die Fragen beantwortet: Wer bezahlt etwas? Wer wird unterstützt? AlsoSie sehen, da sind noch viele Fragen offen und ich glaube, es tut uns allen gut, wenn wir das mal runterdämmen und uns um die Sache kümmern und in der Sache diskutieren)",23.05.2023,22:25:10.13,"1'09"""
Tagesthemen,02 Schaltgespräch mit Marie-Agnes Strack-Zimmermann in Berlin:,O-Ton,Marie-Agnes Strack-Zimmermann (zur Frage,ob bei dem öffentlichen Streit überhaupt noch Vertrauen in der,"(zur Frage, ob bei dem öffentlichen Streit überhaupt noch Vertrauen in derRegierungskoalition entstehen kann: Doch, das glaube ich schon. Also ich meine, dass da einige sauer sind,das kann man jetzt nicht übersehen. Aber ich muss mich wiederholen, es geht doch nicht um Gräben. Oderwer sitzt jetzt in einem Graben. Also bei einem Graben - das ist nicht das Thema. Das Thema ist, was kommtam Ende dabei raus. Und ich wiederhole mich ungern. Es sind über 66 Millionen Menschen davon betroffen.Und wenn das Gesetz in Kraft tritt, dann wird es nicht mehr die Frage sein, wer sitzt in welchem Graben,sondern dann werden die Leute zu Recht sagen: Mensch Regierung, was habt ihr da auf den Weg gebracht?Wie kurzsichtig war das, ohne die Probleme zu lösen und ohne die Fragen zu beantworten. Und deswegen,glaube ich, sollten wir alle verbal einmal tief durchatmen, an einen Tisch und setzen und uns die Zeitnehmen, die wir brauchen, um was Gescheites auf den Weg zu bringen. Etwas Gescheites, was dienächsten Jahrzehnte auch tragen muss. Das ist also nicht irgendein Gesetz, was mal irgendwie so saloppüber die Bühne geht. Und ich glaube, darum geht es und nicht, ob jetzt einer sauer ist oder nicht)",23.05.2023,22:26:48.01,"1'02"""
Tagesthemen,02 Schaltgespräch mit Marie-Agnes Strack-Zimmermann in Berlin:,O-Ton,Marie-Agnes Strack-Zimmermann (zur Frage,"ob sie es ausschließt, dass das Gesetz noch vor der","(zur Frage, ob sie es ausschließt, dass das Gesetz noch vor derSommerpause durch den Bundestag geht: Nein, das wird vor der Sommerpause mit Sicherheit nichtgeschehen können, denn es gibt über hundert Fragen, die wir gestellt haben. Wir brauchen Antworten, umdas zu begleiten. Das ist übrigens in einem Verfahren auch nichts Ungewöhnliches, dass ein Gesetz erst malim Kabinett ist und dann sozusagen den Parlamentariern vorgelegt wird, da gibt es viele Beispiele. Und dieseFragen müssen im Interesse der 66 Millionen Menschen beantwortet werden. Und wie gesagt, es geht dochnicht darum, bis zum 9. Juli ein Gesetz zu haben, als ob das Leben danach nicht weitergeht, sondern einGesetz auf den Weg zu bringen, was nachhaltig ist, was die Menschen mitnimmt und was die Akzeptanz -und ich glaube, dass es bei dem Thema wirklich von hoher Relevanz - dass wir die Menschen mitnehmenund sie es akzeptieren, was wir machen. Und die Unruhe ist gigantisch. Das werden Sie in Ihrem Freundes-,Bekannten-, Familienkreis auch hören. Keiner weiß mehr, was Sache ist. Jeder fragt brauche ich jetzt eineneue Heizung oder nicht? Und ich glaube, deswegen ist es sehr wichtig, dass wir intern in der Tat verbalabrüsten, aber uns um die Sache selber kümmern. Und ich bin optimistisch, vielleicht, weil ich aus demRheinland komme. Aber ich glaube schon, dass wir was Gutes auf den Weg bringen)",23.05.2023,22:27:58.12,"1'07"""
Tagesthemen,Ampelstreit um Heizungsgesetz - Showdown undDi 22:18 01,Einspieler,,,,23.05.2023,,"2'49"""
Tagesthemen,01 Ampelstreit um Heizungsgesetz - Showdown und Bruchlandung?,Sachinhalt,Helge Fuhst,Moderation,"Die Regierungsfraktionen von SPD, Bündnis 90/Die Grünen und FDP haben die Einbringung des Gebäudeenergiegesetzes (Heizungsgesetzes) in den Bundestag verschoben. Hintergrund sind grundsätzliche Bedenken der FDP. Der Koalitionspartner besteht - anders als SPD und Grüne - auf eine grundsätzliche Überarbeitung des Gesetzentwurfs. Damit sinkt die Wahrscheinlichkeit, dass das Gesetz - wie ursprünglich geplant - noch vor der parlamentarischen Sommerpause verabschiedet wird. Bildinhalt",23.05.2023,22:19:52.15,"2'49"""
Tagesthemen,01 Ampelstreit um Heizungsgesetz - Showdown und Bruchlandung?,Bildinhalt,Helge Fuhst,Moderation,Schnittbilder Reichstagsgebäude (außen),23.05.2023,22:19:52.15,"0'09"""
Tagesthemen,01 Ampelstreit um Heizungsgesetz - Showdown und Bruchlandung?,Bildinhalt,Helge Fuhst,Moderation,Dokument Gesetzentwurf Gebäudeenergiegesetz,23.05.2023,22:20:27.12,"0'05"""
Tagesthemen,01 Ampelstreit um Heizungsgesetz - Showdown und Bruchlandung?,Bildinhalt,Helge Fuhst,Moderation,"Schlagzeile in Bild-Zeitung ""Heizungs-Hammer""",23.05.2023,22:20:38.12,"0'06"""
Tagesthemen,01 Ampelstreit um Heizungsgesetz - Showdown und Bruchlandung?,Bildinhalt,Helge Fuhst,Moderation,Dokument Protokollerklärung von Christian Lindner,23.05.2023,22:21:12.19,"0'09"""
Tagesthemen,01 Ampelstreit um Heizungsgesetz - Showdown und Bruchlandung?,Bildinhalt,Helge Fuhst,Moderation,Twitter-Mitteilungen (Streit zwischen FDP und Grünen) O-Ton,23.05.2023,22:21:34.18,"0'12"""
Tagesthemen,01 Ampelstreit um Heizungsgesetz - Showdown und Bruchlandung?,O-Ton,Britta Haßelmann,Fraktionsvorsitzende Bündnis 90/Die Grünen,(Damit ist die Handlungsfähigkeit der15.11.2023 09:50 Seite 22 von 57 NDR Copyright (c) 2004,23.05.2023,22:20:05.22,"0'21"""
Tagesthemen,01 Ampelstreit um Heizungsgesetz - Showdown und Bruchlandung?,O-Ton,Robert Habeck,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,"(Dass es nichtaufgesetzt wird, ist ein Wortbruch)",23.05.2023,22:20:59.19,"0'04"""
Tagesthemen,01 Ampelstreit um Heizungsgesetz - Showdown und Bruchlandung?,O-Ton,Christian Dürr,Fraktionsvorsitzender FDP,(Die Bedenken hat FDP schon frühzeitig markiert),23.05.2023,22:21:07.04,"0'05"""
Tagesthemen,01 Ampelstreit um Heizungsgesetz - Showdown und Bruchlandung?,O-Ton,Alexander Dobrindt,Vorsitzender CSU-Landesgruppe im Deutschen Bundestag,(Die Ampel ist stehend K.o.),23.05.2023,22:21:50.19,"0'02"""
Tagesthemen,01 Ampelstreit um Heizungsgesetz - Showdown und Bruchlandung?,O-Ton,Jan Korte,Erster Parlamentarischer Geschäftsführer Die Linke,"(Wenn man so will, hat FDP heute demBundeskanzler den Stinkefinger gezeigt; das ist ein Vorgang, den kennt man sonst von Koalitionen dreiMonate vor Bundestagswahl; Olaf Scholz sollte jetzt mal die Notbremse ziehen)",23.05.2023,22:21:53.07,"0'20"""
Tagesthemen,01 Ampelstreit um Heizungsgesetz - Showdown und Bruchlandung?,O-Ton,Rolf Mützenich,Fraktionsvorsitzender SPD,"(Habe den Eindruck, dass einige nicht nachvollziehen können,warum wir nicht im Bundestag mit der Ersten Lesung beraten können, um das Gesetz besser zu machen,das wäre im Interesse aller)",23.05.2023,22:22:19.11,"0'14"""
Tagesthemen,Bundestag: Aktuelle Stunde zum HeizungsgesetzMi 22:15 03,Einspieler,,,,23.05.2023,,"2'30"""
Tagesthemen,03 Bundestag: Aktuelle Stunde zum Heizungsgesetz,Sachinhalt,Aline Abboud,Moderation,Der Bundestag hat sich in einer aktuellen Stunde mit dem Gesetzentwurf zum Gebäudeenergiegesetz (Heizungsgesetz) von Bundeswirtschaftsminister Robert Habeck beschäftigt. Die Union lehnt den Gesetzentwurf ab und stellte die Handlungsfähigkeit der Ampel-Koalition in Frage. Zuvor musste Robert Habeck in einer gemeinsamen Sitzung des Wirtschafts- und des Energieausschusses im Bundestag Fragen der Abgeordneten zu seinem Staatssekretär Udo Philipp beantworten. Der für Start- ups zuständige Staatssekretär steht wegen des Umgangs mit Unternehmensbeteiligungen in der Kritik. Bildinhalt,24.05.2023,22:26:09.09,"2'30"""
Tagesthemen,03 Bundestag: Aktuelle Stunde zum Heizungsgesetz,Bildinhalt,Aline Abboud,Moderation,Robert Habeck und Staatssekretär Udo Philipp bei Befragung vor Bundestagsausschuss,24.05.2023,22:26:09.09,"0'48"""
Tagesthemen,03 Bundestag: Aktuelle Stunde zum Heizungsgesetz,Bildinhalt,Aline Abboud,Moderation,Parlamentsdebatte/Bundestagsdebatte,24.05.2023,22:26:58.05,"1'05"""
Tagesthemen,03 Bundestag: Aktuelle Stunde zum Heizungsgesetz,Bildinhalt,Aline Abboud,Moderation,Reichstagskuppel (nah) / Sitzung Bundestagsausschuss u.a. mit Christian Lindner O-Ton,24.05.2023,22:28:03.22,"0'35"""
Tagesthemen,03 Bundestag: Aktuelle Stunde zum Heizungsgesetz,O-Ton,Julia Klöckner,Fraktion CDU/CSU,(Fragen zu Staatssekretär Udo Philipp),24.05.2023,22:26:29.12,"0'11"""
Tagesthemen,03 Bundestag: Aktuelle Stunde zum Heizungsgesetz,O-Ton,Robert Habeck,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,"(Die Compliance-Regeln sind nicht nur eingehalten worden, sondern übererfüllt worden; Udo Philipp hat mehr Transparenz alsviele andere Mitglieder von Regierungen)",24.05.2023,22:26:45.18,"0'08"""
Tagesthemen,03 Bundestag: Aktuelle Stunde zum Heizungsgesetz,O-Ton,Jens Spahn,stellvertretender Fraktionsvorsitzender CDU/CSU,"(Sie sorgen sich um Zeitpläne und Formalien,streiten auf Twitter; nur um die existentiellen Ängste der Leute im realen Leben, um die kümmert sich geradekeiner; liebe Kollegen von der Ampel, das ist machtvergessen, selbstbezogen, unwürdig)",24.05.2023,22:27:09.21,"0'19"""
Tagesthemen,03 Bundestag: Aktuelle Stunde zum Heizungsgesetz,O-Ton,Matthias Miersch,stellvertretender Fraktionsvorsitzender SPD,"(Wo sind die Vorschläge, das Thema Wärmevon der CDU zu beantworten?)",24.05.2023,22:27:35.14,"0'07"""
Tagesthemen,03 Bundestag: Aktuelle Stunde zum Heizungsgesetz,O-Ton,Christoph Meyer,stellvertretender Fraktionsvorsitzender FDP,"(Wir werden ein gutes Gesetz machen, unddieses Gesetz wird am Ende, die Bürger weiter voranbringen; freue mich auf die parlamentarischenBeratungen, die sicher bald beginnen werden)",24.05.2023,22:27:47.19,"0'11"""
Tagesthemen,03 Bundestag: Aktuelle Stunde zum Heizungsgesetz,O-Ton,Sven-Christian Kindler,Fraktion Bündnis 90/Die Grünen,"(Will darüber sprechen, wie man gerechtereSteuerpolitik machen kann, die die Reichen stärker in die Pflicht nimmt oder darüber, klimaschädlicheSubventionen zu kürzen)",24.05.2023,22:28:09.18,"0'08"""
Tagesthemen,03 Bundestag: Aktuelle Stunde zum Heizungsgesetz,O-Ton,Christian Lindner,Bundesminister der Finanzen/Vorsitzender FDP,"(Eine Haushaltskonsolidierung alleine aufdem Rücken der Autofahrer oder des wirtschaftlichen Mittelstandes vorzunehmen, wäre nicht gestaltend)",24.05.2023,22:28:24.13,"0'08"""
Tagesthemen,Heizungsgipfel: Robert Habecks neue Pläne Di 22:15 05,Einspieler,,,,24.05.2023,,"2'47"""
